Xcoord,Ycoord,Depth
1.52,3.80,127.18000
1.52,3.82,128.44000
1.52,3.84,129.71000
1.52,3.86,130.99000
1.52,3.88,132.27000
1.52,3.90,133.57000
1.52,3.92,134.87000
1.52,3.94,136.17000
1.52,3.96,137.49000
1.52,3.98,138.81000
1.52,4.00,140.15000
1.54,0.00,25.83000
1.54,0.02,25.64000
1.54,0.04,25.47000
1.54,0.06,25.29000
1.54,0.08,25.13000
1.54,0.10,24.98000
1.54,0.12,24.83000
1.54,0.14,24.69000
1.54,0.16,24.56000
1.54,0.18,24.43000
1.54,0.20,24.31000
1.54,0.22,24.20000
1.54,0.24,24.10000
1.54,0.26,24.01000
1.54,0.28,23.92000
1.54,0.30,23.84000
1.54,0.32,23.77000
1.54,0.34,23.70000
1.54,0.36,23.65000
1.54,0.38,23.60000
1.54,0.40,23.56000
1.54,0.42,23.52000
1.54,0.44,23.50000
1.54,0.46,23.48000
1.54,0.48,23.46000
1.54,0.50,23.46000
1.54,0.52,23.46000
1.54,0.54,23.48000
1.54,0.56,23.50000
1.54,0.58,23.52000
1.54,0.60,23.56000
1.54,0.62,23.60000
1.54,0.64,23.65000
1.54,0.66,23.70000
1.54,0.68,23.77000
1.54,0.70,23.84000
1.54,0.72,23.92000
1.54,0.74,24.01000
1.54,0.76,24.10000
1.54,0.78,24.20000
1.54,0.80,24.31000
1.54,0.82,24.43000
1.54,0.84,24.56000
1.54,0.86,24.69000
1.54,0.88,24.83000
1.54,0.90,24.98000
1.54,0.92,25.13000
1.54,0.94,25.29000
1.54,0.96,25.47000
1.54,0.98,25.64000
1.54,1.00,25.83000
1.54,1.02,26.02000
1.54,1.04,26.22000
1.54,1.06,26.43000
1.54,1.08,26.65000
1.54,1.10,26.87000
1.54,1.12,27.10000
1.54,1.14,27.34000
1.54,1.16,27.59000
1.54,1.18,27.84000
1.54,1.20,28.10000
1.54,1.22,28.37000
1.54,1.24,28.65000
1.54,1.26,28.93000
1.54,1.28,29.22000
1.54,1.30,29.52000
1.54,1.32,29.83000
1.54,1.34,30.14000
1.54,1.36,30.47000
1.54,1.38,30.80000
1.54,1.40,31.13000
1.54,1.42,31.48000
1.54,1.44,31.83000
1.54,1.46,32.19000
1.54,1.48,32.56000
1.54,1.50,32.93000
1.54,1.52,33.32000
1.54,1.54,33.71000
1.54,1.56,34.10000
1.54,1.58,34.51000
1.54,1.60,34.92000
1.54,1.62,35.34000
1.54,1.64,35.77000
1.54,1.66,36.21000
1.54,1.68,36.65000
1.54,1.70,37.10000
1.54,1.72,37.56000
1.54,1.74,38.03000
1.54,1.76,38.50000
1.54,1.78,38.98000
1.54,1.80,39.47000
1.54,1.82,39.97000
1.54,1.84,40.47000
1.54,1.86,40.98000
1.54,1.88,41.50000
1.54,1.90,42.03000
1.54,1.92,42.56000
1.54,1.94,43.10000
1.54,1.96,43.65000
1.54,1.98,44.21000
1.54,2.00,44.77000
1.54,2.02,45.35000
1.54,2.04,45.92000
1.54,2.06,46.51000
1.54,2.08,47.11000
1.54,2.10,47.71000
1.54,2.12,48.32000
1.54,2.14,48.94000
1.54,2.16,49.56000
1.54,2.18,50.19000
1.54,2.20,50.84000
1.54,2.22,51.48000
1.54,2.24,52.14000
1.54,2.26,52.80000
1.54,2.28,53.47000
1.54,2.30,54.15000
1.54,2.32,54.84000
1.54,2.34,55.53000
1.54,2.36,56.23000
1.54,2.38,56.94000
1.54,2.40,57.66000
1.54,2.42,58.38000
1.54,2.44,59.11000
1.54,2.46,59.85000
1.54,2.48,60.60000
1.54,2.50,61.35000
1.54,2.52,62.11000
1.54,2.54,62.88000
1.54,2.56,63.66000
1.54,2.58,64.44000
1.54,2.60,65.23000
1.54,2.62,66.03000
1.54,2.64,66.84000
1.54,2.66,67.65000
1.54,2.68,68.48000
1.54,2.70,69.31000
1.54,2.72,70.14000
1.54,2.74,70.99000
1.54,2.76,71.84000
1.54,2.78,72.70000
1.54,2.80,73.57000
1.54,2.82,74.44000
1.54,2.84,75.33000
1.54,2.86,76.22000
1.54,2.88,77.11000
1.54,2.90,78.02000
1.54,2.92,78.93000
1.54,2.94,79.85000
1.54,2.96,80.78000
1.54,2.98,81.72000
1.54,3.00,82.66000
1.54,3.02,83.61000
1.54,3.04,84.57000
1.54,3.06,85.54000
1.54,3.08,86.51000
1.54,3.10,87.49000
1.54,3.12,88.48000
1.54,3.14,89.48000
1.54,3.16,90.48000
1.54,3.18,91.49000
1.54,3.20,92.51000
1.54,3.22,93.54000
1.54,3.24,94.57000
1.54,3.26,95.62000
1.54,3.28,96.66000
1.54,3.30,97.72000
1.54,3.32,98.79000
1.54,3.34,99.86000
1.54,3.36,100.94000
1.54,3.38,102.03000
1.54,3.40,103.12000
1.54,3.42,104.22000
1.54,3.44,105.33000
1.54,3.46,106.45000
1.54,3.48,107.58000
1.54,3.50,108.71000
1.54,3.52,109.85000
1.54,3.54,111.00000
1.54,3.56,112.15000
1.54,3.58,113.32000
1.54,3.60,114.49000
1.54,3.62,115.67000
1.54,3.64,116.85000
1.54,3.66,118.04000
1.54,3.68,119.25000
1.54,3.70,120.45000
1.54,3.72,121.67000
1.54,3.74,122.89000
1.54,3.76,124.13000
1.54,3.78,125.36000
1.54,3.80,126.61000
1.54,3.82,127.87000
1.54,3.84,129.13000
1.54,3.86,130.40000
1.54,3.88,131.67000
1.54,3.90,132.96000
1.54,3.92,134.25000
1.54,3.94,135.55000
1.54,3.96,136.86000
1.54,3.98,138.17000
1.54,4.00,139.49000
1.56,0.00,25.95000
1.56,0.02,25.76000
1.56,0.04,25.59000
1.56,0.06,25.42000
1.56,0.08,25.26000
1.56,0.10,25.10000
1.56,0.12,24.95000
1.56,0.14,24.81000
1.56,0.16,24.68000
1.56,0.18,24.56000
1.56,0.20,24.44000
1.56,0.22,24.33000
1.56,0.24,24.23000
1.56,0.26,24.14000
1.56,0.28,24.05000
1.56,0.30,23.97000
1.56,0.32,23.90000
1.56,0.34,23.84000
1.56,0.36,23.78000
1.56,0.38,23.73000
1.56,0.40,23.69000
1.56,0.42,23.66000
1.56,0.44,23.63000
1.56,0.46,23.61000
1.56,0.48,23.60000
1.56,0.50,23.60000
1.56,0.52,23.60000
1.56,0.54,23.61000
1.56,0.56,23.63000
1.56,0.58,23.66000
1.56,0.60,23.69000
1.56,0.62,23.73000
1.56,0.64,23.78000
1.56,0.66,23.84000
1.56,0.68,23.90000
1.56,0.70,23.97000
1.56,0.72,24.05000
1.56,0.74,24.14000
1.56,0.76,24.23000
1.56,0.78,24.33000
1.56,0.80,24.44000
1.56,0.82,24.56000
1.56,0.84,24.68000
1.56,0.86,24.81000
1.56,0.88,24.95000
1.56,0.90,25.10000
1.56,0.92,25.26000
1.56,0.94,25.42000
1.56,0.96,25.59000
1.56,0.98,25.76000
1.56,1.00,25.95000
1.56,1.02,26.14000
1.56,1.04,26.34000
1.56,1.06,26.55000
1.56,1.08,26.76000
1.56,1.10,26.98000
1.56,1.12,27.21000
1.56,1.14,27.45000
1.56,1.16,27.69000
1.56,1.18,27.95000
1.56,1.20,28.21000
1.56,1.22,28.47000
1.56,1.24,28.75000
1.56,1.26,29.03000
1.56,1.28,29.32000
1.56,1.30,29.62000
1.56,1.32,29.92000
1.56,1.34,30.23000
1.56,1.36,30.55000
1.56,1.38,30.88000
1.56,1.40,31.22000
1.56,1.42,31.56000
1.56,1.44,31.91000
1.56,1.46,32.27000
1.56,1.48,32.63000
1.56,1.50,33.00000
1.56,1.52,33.38000
1.56,1.54,33.77000
1.56,1.56,34.17000
1.56,1.58,34.57000
1.56,1.60,34.98000
1.56,1.62,35.40000
1.56,1.64,35.82000
1.56,1.66,36.25000
1.56,1.68,36.70000
1.56,1.70,37.14000
1.56,1.72,37.60000
1.56,1.74,38.06000
1.56,1.76,38.53000
1.56,1.78,39.01000
1.56,1.80,39.50000
1.56,1.82,39.99000
1.56,1.84,40.49000
1.56,1.86,41.00000
1.56,1.88,41.51000
1.56,1.90,42.04000
1.56,1.92,42.57000
1.56,1.94,43.10000
1.56,1.96,43.65000
1.56,1.98,44.20000
1.56,2.00,44.76000
1.56,2.02,45.33000
1.56,2.04,45.91000
1.56,2.06,46.49000
1.56,2.08,47.08000
1.56,2.10,47.68000
1.56,2.12,48.29000
1.56,2.14,48.90000
1.56,2.16,49.52000
1.56,2.18,50.15000
1.56,2.20,50.78000
1.56,2.22,51.43000
1.56,2.24,52.08000
1.56,2.26,52.74000
1.56,2.28,53.40000
1.56,2.30,54.08000
1.56,2.32,54.76000
1.56,2.34,55.45000
1.56,2.36,56.14000
1.56,2.38,56.85000
1.56,2.40,57.56000
1.56,2.42,58.28000
1.56,2.44,59.00000
1.56,2.46,59.74000
1.56,2.48,60.48000
1.56,2.50,61.23000
1.56,2.52,61.98000
1.56,2.54,62.75000
1.56,2.56,63.52000
1.56,2.58,64.30000
1.56,2.60,65.08000
1.56,2.62,65.88000
1.56,2.64,66.68000
1.56,2.66,67.49000
1.56,2.68,68.31000
1.56,2.70,69.13000
1.56,2.72,69.96000
1.56,2.74,70.80000
1.56,2.76,71.65000
1.56,2.78,72.50000
1.56,2.80,73.36000
1.56,2.82,74.23000
1.56,2.84,75.11000
1.56,2.86,75.99000
1.56,2.88,76.89000
1.56,2.90,77.79000
1.56,2.92,78.69000
1.56,2.94,79.61000
1.56,2.96,80.53000
1.56,2.98,81.46000
1.56,3.00,82.40000
1.56,3.02,83.34000
1.56,3.04,84.29000
1.56,3.06,85.25000
1.56,3.08,86.22000
1.56,3.10,87.19000
1.56,3.12,88.18000
1.56,3.14,89.17000
1.56,3.16,90.16000
1.56,3.18,91.17000
1.56,3.20,92.18000
1.56,3.22,93.20000
1.56,3.24,94.23000
1.56,3.26,95.26000
1.56,3.28,96.30000
1.56,3.30,97.35000
1.56,3.32,98.41000
1.56,3.34,99.48000
1.56,3.36,100.55000
1.56,3.38,101.63000
1.56,3.40,102.72000
1.56,3.42,103.81000
1.56,3.44,104.91000
1.56,3.46,106.02000
1.56,3.48,107.14000
1.56,3.50,108.27000
1.56,3.52,109.40000
1.56,3.54,110.54000
1.56,3.56,111.69000
1.56,3.58,112.84000
1.56,3.60,114.01000
1.56,3.62,115.18000
1.56,3.64,116.35000
1.56,3.66,117.54000
1.56,3.68,118.73000
1.56,3.70,119.93000
1.56,3.72,121.14000
1.56,3.74,122.36000
1.56,3.76,123.58000
1.56,3.78,124.81000
1.56,3.80,126.05000
1.56,3.82,127.29000
1.56,3.84,128.55000
1.56,3.86,129.81000
1.56,3.88,131.08000
1.56,3.90,132.35000
1.56,3.92,133.64000
1.56,3.94,134.93000
1.56,3.96,136.22000
1.56,3.98,137.53000
1.56,4.00,138.84000
1.58,0.00,26.07000
1.58,0.02,25.89000
1.58,0.04,25.71000
1.58,0.06,25.54000
1.58,0.08,25.38000
1.58,0.10,25.23000
1.58,0.12,25.08000
1.58,0.14,24.94000
1.58,0.16,24.81000
1.58,0.18,24.69000
1.58,0.20,24.57000
1.58,0.22,24.47000
1.58,0.24,24.36000
1.58,0.26,24.27000
1.58,0.28,24.18000
1.58,0.30,24.11000
1.58,0.32,24.04000
1.58,0.34,23.97000
1.58,0.36,23.92000
1.58,0.38,23.87000
1.58,0.40,23.83000
1.58,0.42,23.79000
1.58,0.44,23.77000
1.58,0.46,23.75000
1.58,0.48,23.74000
1.58,0.50,23.73000
1.58,0.52,23.74000
1.58,0.54,23.75000
1.58,0.56,23.77000
1.58,0.58,23.79000
1.58,0.60,23.83000
1.58,0.62,23.87000
1.58,0.64,23.92000
1.58,0.66,23.97000
1.58,0.68,24.04000
1.58,0.70,24.11000
1.58,0.72,24.18000
1.58,0.74,24.27000
1.58,0.76,24.36000
1.58,0.78,24.47000
1.58,0.80,24.57000
1.58,0.82,24.69000
1.58,0.84,24.81000
1.58,0.86,24.94000
1.58,0.88,25.08000
1.58,0.90,25.23000
1.58,0.92,25.38000
1.58,0.94,25.54000
1.58,0.96,25.71000
1.58,0.98,25.89000
1.58,1.00,26.07000
1.58,1.02,26.26000
1.58,1.04,26.46000
1.58,1.06,26.66000
1.58,1.08,26.88000
1.58,1.10,27.10000
1.58,1.12,27.32000
1.58,1.14,27.56000
1.58,1.16,27.80000
1.58,1.18,28.05000
1.58,1.20,28.31000
1.58,1.22,28.58000
1.58,1.24,28.85000
1.58,1.26,29.13000
1.58,1.28,29.42000
1.58,1.30,29.71000
1.58,1.32,30.02000
1.58,1.34,30.33000
1.58,1.36,30.64000
1.58,1.38,30.97000
1.58,1.40,31.30000
1.58,1.42,31.64000
1.58,1.44,31.99000
1.58,1.46,32.34000
1.58,1.48,32.71000
1.58,1.50,33.08000
1.58,1.52,33.45000
1.58,1.54,33.84000
1.58,1.56,34.23000
1.58,1.58,34.63000
1.58,1.60,35.04000
1.58,1.62,35.45000
1.58,1.64,35.88000
1.58,1.66,36.31000
1.58,1.68,36.74000
1.58,1.70,37.19000
1.58,1.72,37.64000
1.58,1.74,38.10000
1.58,1.76,38.57000
1.58,1.78,39.04000
1.58,1.80,39.52000
1.58,1.82,40.01000
1.58,1.84,40.51000
1.58,1.86,41.02000
1.58,1.88,41.53000
1.58,1.90,42.05000
1.58,1.92,42.57000
1.58,1.94,43.11000
1.58,1.96,43.65000
1.58,1.98,44.20000
1.58,2.00,44.76000
1.58,2.02,45.32000
1.58,2.04,45.89000
1.58,2.06,46.47000
1.58,2.08,47.06000
1.58,2.10,47.65000
1.58,2.12,48.25000
1.58,2.14,48.86000
1.58,2.16,49.48000
1.58,2.18,50.10000
1.58,2.20,50.74000
1.58,2.22,51.38000
1.58,2.24,52.02000
1.58,2.26,52.68000
1.58,2.28,53.34000
1.58,2.30,54.01000
1.58,2.32,54.68000
1.58,2.34,55.37000
1.58,2.36,56.06000
1.58,2.38,56.76000
1.58,2.40,57.46000
1.58,2.42,58.18000
1.58,2.44,58.90000
1.58,2.46,59.63000
1.58,2.48,60.36000
1.58,2.50,61.11000
1.58,2.52,61.86000
1.58,2.54,62.62000
1.58,2.56,63.38000
1.58,2.58,64.16000
1.58,2.60,64.94000
1.58,2.62,65.73000
1.58,2.64,66.52000
1.58,2.66,67.33000
1.58,2.68,68.14000
1.58,2.70,68.96000
1.58,2.72,69.78000
1.58,2.74,70.62000
1.58,2.76,71.46000
1.58,2.78,72.31000
1.58,2.80,73.16000
1.58,2.82,74.03000
1.58,2.84,74.90000
1.58,2.86,75.77000
1.58,2.88,76.66000
1.58,2.90,77.55000
1.58,2.92,78.45000
1.58,2.94,79.36000
1.58,2.96,80.28000
1.58,2.98,81.20000
1.58,3.00,82.13000
1.58,3.02,83.07000
1.58,3.04,84.02000
1.58,3.06,84.97000
1.58,3.08,85.93000
1.58,3.10,86.90000
1.58,3.12,87.87000
1.58,3.14,88.86000
1.58,3.16,89.85000
1.58,3.18,90.84000
1.58,3.20,91.85000
1.58,3.22,92.86000
1.58,3.24,93.88000
1.58,3.26,94.91000
1.58,3.28,95.95000
1.58,3.30,96.99000
1.58,3.32,98.04000
1.58,3.34,99.10000
1.58,3.36,100.16000
1.58,3.38,101.24000
1.58,3.40,102.32000
1.58,3.42,103.40000
1.58,3.44,104.50000
1.58,3.46,105.60000
1.58,3.48,106.71000
1.58,3.50,107.83000
1.58,3.52,108.95000
1.58,3.54,110.09000
1.58,3.56,111.23000
1.58,3.58,112.37000
1.58,3.60,113.53000
1.58,3.62,114.69000
1.58,3.64,115.86000
1.58,3.66,117.04000
1.58,3.68,118.22000
1.58,3.70,119.42000
1.58,3.72,120.61000
1.58,3.74,121.82000
1.58,3.76,123.04000
1.58,3.78,124.26000
1.58,3.80,125.49000
1.58,3.82,126.73000
1.58,3.84,127.97000
1.58,3.86,129.22000
1.58,3.88,130.48000
1.58,3.90,131.75000
1.58,3.92,133.02000
1.58,3.94,134.31000
1.58,3.96,135.60000
1.58,3.98,136.89000
1.58,4.00,138.20000
1.60,0.00,26.19000
1.60,0.02,26.01000
1.60,0.04,25.84000
1.60,0.06,25.67000
1.60,0.08,25.51000
1.60,0.10,25.36000
1.60,0.12,25.21000
1.60,0.14,25.07000
1.60,0.16,24.94000
1.60,0.18,24.82000
1.60,0.20,24.71000
1.60,0.22,24.60000
1.60,0.24,24.50000
1.60,0.26,24.41000
1.60,0.28,24.32000
1.60,0.30,24.24000
1.60,0.32,24.17000
1.60,0.34,24.11000
1.60,0.36,24.05000
1.60,0.38,24.01000
1.60,0.40,23.96000
1.60,0.42,23.93000
1.60,0.44,23.91000
1.60,0.46,23.89000
1.60,0.48,23.88000
1.60,0.50,23.87000
1.60,0.52,23.88000
1.60,0.54,23.89000
1.60,0.56,23.91000
1.60,0.58,23.93000
1.60,0.60,23.96000
1.60,0.62,24.01000
1.60,0.64,24.05000
1.60,0.66,24.11000
1.60,0.68,24.17000
1.60,0.70,24.24000
1.60,0.72,24.32000
1.60,0.74,24.41000
1.60,0.76,24.50000
1.60,0.78,24.60000
1.60,0.80,24.71000
1.60,0.82,24.82000
1.60,0.84,24.94000
1.60,0.86,25.07000
1.60,0.88,25.21000
1.60,0.90,25.36000
1.60,0.92,25.51000
1.60,0.94,25.67000
1.60,0.96,25.84000
1.60,0.98,26.01000
1.60,1.00,26.19000
1.60,1.02,26.38000
1.60,1.04,26.58000
1.60,1.06,26.78000
1.60,1.08,26.99000
1.60,1.10,27.21000
1.60,1.12,27.44000
1.60,1.14,27.67000
1.60,1.16,27.91000
1.60,1.18,28.16000
1.60,1.20,28.42000
1.60,1.22,28.68000
1.60,1.24,28.95000
1.60,1.26,29.23000
1.60,1.28,29.52000
1.60,1.30,29.81000
1.60,1.32,30.11000
1.60,1.34,30.42000
1.60,1.36,30.74000
1.60,1.38,31.06000
1.60,1.40,31.39000
1.60,1.42,31.73000
1.60,1.44,32.07000
1.60,1.46,32.42000
1.60,1.48,32.78000
1.60,1.50,33.15000
1.60,1.52,33.53000
1.60,1.54,33.91000
1.60,1.56,34.30000
1.60,1.58,34.70000
1.60,1.60,35.10000
1.60,1.62,35.51000
1.60,1.64,35.93000
1.60,1.66,36.36000
1.60,1.68,36.79000
1.60,1.70,37.24000
1.60,1.72,37.68000
1.60,1.74,38.14000
1.60,1.76,38.60000
1.60,1.78,39.08000
1.60,1.80,39.56000
1.60,1.82,40.04000
1.60,1.84,40.54000
1.60,1.86,41.04000
1.60,1.88,41.54000
1.60,1.90,42.06000
1.60,1.92,42.58000
1.60,1.94,43.12000
1.60,1.96,43.65000
1.60,1.98,44.20000
1.60,2.00,44.75000
1.60,2.02,45.31000
1.60,2.04,45.88000
1.60,2.06,46.46000
1.60,2.08,47.04000
1.60,2.10,47.63000
1.60,2.12,48.23000
1.60,2.14,48.83000
1.60,2.16,49.44000
1.60,2.18,50.06000
1.60,2.20,50.69000
1.60,2.22,51.33000
1.60,2.24,51.97000
1.60,2.26,52.62000
1.60,2.28,53.27000
1.60,2.30,53.94000
1.60,2.32,54.61000
1.60,2.34,55.29000
1.60,2.36,55.98000
1.60,2.38,56.67000
1.60,2.40,57.37000
1.60,2.42,58.08000
1.60,2.44,58.80000
1.60,2.46,59.52000
1.60,2.48,60.25000
1.60,2.50,60.99000
1.60,2.52,61.74000
1.60,2.54,62.49000
1.60,2.56,63.25000
1.60,2.58,64.02000
1.60,2.60,64.80000
1.60,2.62,65.58000
1.60,2.64,66.37000
1.60,2.66,67.17000
1.60,2.68,67.97000
1.60,2.70,68.79000
1.60,2.72,69.61000
1.60,2.74,70.44000
1.60,2.76,71.27000
1.60,2.78,72.11000
1.60,2.80,72.96000
1.60,2.82,73.82000
1.60,2.84,74.69000
1.60,2.86,75.56000
1.60,2.88,76.44000
1.60,2.90,77.32000
1.60,2.92,78.22000
1.60,2.94,79.12000
1.60,2.96,80.03000
1.60,2.98,80.95000
1.60,3.00,81.87000
1.60,3.02,82.80000
1.60,3.04,83.74000
1.60,3.06,84.69000
1.60,3.08,85.64000
1.60,3.10,86.60000
1.60,3.12,87.57000
1.60,3.14,88.55000
1.60,3.16,89.53000
1.60,3.18,90.52000
1.60,3.20,91.52000
1.60,3.22,92.53000
1.60,3.24,93.54000
1.60,3.26,94.56000
1.60,3.28,95.59000
1.60,3.30,96.63000
1.60,3.32,97.67000
1.60,3.34,98.72000
1.60,3.36,99.78000
1.60,3.38,100.84000
1.60,3.40,101.92000
1.60,3.42,103.00000
1.60,3.44,104.08000
1.60,3.46,105.18000
1.60,3.48,106.28000
1.60,3.50,107.39000
1.60,3.52,108.51000
1.60,3.54,109.63000
1.60,3.56,110.77000
1.60,3.58,111.91000
1.60,3.60,113.05000
1.60,3.62,114.21000
1.60,3.64,115.37000
1.60,3.66,116.54000
1.60,3.68,117.72000
1.60,3.70,118.90000
1.60,3.72,120.09000
1.60,3.74,121.29000
1.60,3.76,122.50000
1.60,3.78,123.71000
1.60,3.80,124.93000
1.60,3.82,126.16000
1.60,3.84,127.40000
1.60,3.86,128.64000
1.60,3.88,129.89000
1.60,3.90,131.15000
1.60,3.92,132.41000
1.60,3.94,133.69000
1.60,3.96,134.97000
1.60,3.98,136.26000
1.60,4.00,137.55000
1.62,0.00,26.32000
1.62,0.02,26.14000
1.62,0.04,25.96000
1.62,0.06,25.80000
1.62,0.08,25.64000
1.62,0.10,25.49000
1.62,0.12,25.34000
1.62,0.14,25.21000
1.62,0.16,25.08000
1.62,0.18,24.96000
1.62,0.20,24.84000
1.62,0.22,24.74000
1.62,0.24,24.64000
1.62,0.26,24.54000
1.62,0.28,24.46000
1.62,0.30,24.38000
1.62,0.32,24.31000
1.62,0.34,24.25000
1.62,0.36,24.19000
1.62,0.38,24.15000
1.62,0.40,24.11000
1.62,0.42,24.07000
1.62,0.44,24.05000
1.62,0.46,24.03000
1.62,0.48,24.02000
1.62,0.50,24.01000
1.62,0.52,24.02000
1.62,0.54,24.03000
1.62,0.56,24.05000
1.62,0.58,24.07000
1.62,0.60,24.11000
1.62,0.62,24.15000
1.62,0.64,24.19000
1.62,0.66,24.25000
1.62,0.68,24.31000
1.62,0.70,24.38000
1.62,0.72,24.46000
1.62,0.74,24.54000
1.62,0.76,24.64000
1.62,0.78,24.74000
1.62,0.80,24.84000
1.62,0.82,24.96000
1.62,0.84,25.08000
1.62,0.86,25.21000
1.62,0.88,25.34000
1.62,0.90,25.49000
1.62,0.92,25.64000
1.62,0.94,25.80000
1.62,0.96,25.96000
1.62,0.98,26.14000
1.62,1.00,26.32000
1.62,1.02,26.51000
1.62,1.04,26.70000
1.62,1.06,26.90000
1.62,1.08,27.11000
1.62,1.10,27.33000
1.62,1.12,27.56000
1.62,1.14,27.79000
1.62,1.16,28.03000
1.62,1.18,28.28000
1.62,1.20,28.53000
1.62,1.22,28.79000
1.62,1.24,29.06000
1.62,1.26,29.34000
1.62,1.28,29.62000
1.62,1.30,29.91000
1.62,1.32,30.21000
1.62,1.34,30.52000
1.62,1.36,30.83000
1.62,1.38,31.15000
1.62,1.40,31.48000
1.62,1.42,31.81000
1.62,1.44,32.16000
1.62,1.46,32.51000
1.62,1.48,32.87000
1.62,1.50,33.23000
1.62,1.52,33.60000
1.62,1.54,33.98000
1.62,1.56,34.37000
1.62,1.58,34.76000
1.62,1.60,35.17000
1.62,1.62,35.57000
1.62,1.64,35.99000
1.62,1.66,36.42000
1.62,1.68,36.85000
1.62,1.70,37.29000
1.62,1.72,37.73000
1.62,1.74,38.18000
1.62,1.76,38.65000
1.62,1.78,39.11000
1.62,1.80,39.59000
1.62,1.82,40.07000
1.62,1.84,40.56000
1.62,1.86,41.06000
1.62,1.88,41.57000
1.62,1.90,42.08000
1.62,1.92,42.60000
1.62,1.94,43.12000
1.62,1.96,43.66000
1.62,1.98,44.20000
1.62,2.00,44.75000
1.62,2.02,45.31000
1.62,2.04,45.87000
1.62,2.06,46.44000
1.62,2.08,47.02000
1.62,2.10,47.61000
1.62,2.12,48.20000
1.62,2.14,48.80000
1.62,2.16,49.41000
1.62,2.18,50.03000
1.62,2.20,50.65000
1.62,2.22,51.28000
1.62,2.24,51.92000
1.62,2.26,52.56000
1.62,2.28,53.21000
1.62,2.30,53.87000
1.62,2.32,54.54000
1.62,2.34,55.22000
1.62,2.36,55.90000
1.62,2.38,56.59000
1.62,2.40,57.28000
1.62,2.42,57.99000
1.62,2.44,58.70000
1.62,2.46,59.42000
1.62,2.48,60.14000
1.62,2.50,60.88000
1.62,2.52,61.62000
1.62,2.54,62.37000
1.62,2.56,63.12000
1.62,2.58,63.89000
1.62,2.60,64.66000
1.62,2.62,65.43000
1.62,2.64,66.22000
1.62,2.66,67.01000
1.62,2.68,67.81000
1.62,2.70,68.62000
1.62,2.72,69.43000
1.62,2.74,70.26000
1.62,2.76,71.09000
1.62,2.78,71.92000
1.62,2.80,72.77000
1.62,2.82,73.62000
1.62,2.84,74.48000
1.62,2.86,75.34000
1.62,2.88,76.22000
1.62,2.90,77.10000
1.62,2.92,77.99000
1.62,2.94,78.88000
1.62,2.96,79.79000
1.62,2.98,80.70000
1.62,3.00,81.61000
1.62,3.02,82.54000
1.62,3.04,83.47000
1.62,3.06,84.41000
1.62,3.08,85.36000
1.62,3.10,86.31000
1.62,3.12,87.28000
1.62,3.14,88.25000
1.62,3.16,89.22000
1.62,3.18,90.21000
1.62,3.20,91.20000
1.62,3.22,92.20000
1.62,3.24,93.20000
1.62,3.26,94.22000
1.62,3.28,95.24000
1.62,3.30,96.27000
1.62,3.32,97.30000
1.62,3.34,98.35000
1.62,3.36,99.40000
1.62,3.38,100.46000
1.62,3.40,101.52000
1.62,3.42,102.59000
1.62,3.44,103.67000
1.62,3.46,104.76000
1.62,3.48,105.86000
1.62,3.50,106.96000
1.62,3.52,108.07000
1.62,3.54,109.18000
1.62,3.56,110.31000
1.62,3.58,111.44000
1.62,3.60,112.58000
1.62,3.62,113.73000
1.62,3.64,114.88000
1.62,3.66,116.04000
1.62,3.68,117.21000
1.62,3.70,118.39000
1.62,3.72,119.57000
1.62,3.74,120.76000
1.62,3.76,121.96000
1.62,3.78,123.16000
1.62,3.80,124.38000
1.62,3.82,125.60000
1.62,3.84,126.82000
1.62,3.86,128.06000
1.62,3.88,129.30000
1.62,3.90,130.55000
1.62,3.92,131.81000
1.62,3.94,133.07000
1.62,3.96,134.34000
1.62,3.98,135.62000
1.62,4.00,136.91000
1.64,0.00,26.45000
1.64,0.02,26.27000
1.64,0.04,26.10000
1.64,0.06,25.93000
1.64,0.08,25.77000
1.64,0.10,25.62000
1.64,0.12,25.48000
1.64,0.14,25.34000
1.64,0.16,25.22000
1.64,0.18,25.10000
1.64,0.20,24.98000
1.64,0.22,24.88000
1.64,0.24,24.78000
1.64,0.26,24.69000
1.64,0.28,24.60000
1.64,0.30,24.52000
1.64,0.32,24.46000
1.64,0.34,24.39000
1.64,0.36,24.34000
1.64,0.38,24.29000
1.64,0.40,24.25000
1.64,0.42,24.22000
1.64,0.44,24.19000
1.64,0.46,24.17000
1.64,0.48,24.16000
1.64,0.50,24.16000
1.64,0.52,24.16000
1.64,0.54,24.17000
1.64,0.56,24.19000
1.64,0.58,24.22000
1.64,0.60,24.25000
1.64,0.62,24.29000
1.64,0.64,24.34000
1.64,0.66,24.39000
1.64,0.68,24.46000
1.64,0.70,24.52000
1.64,0.72,24.60000
1.64,0.74,24.69000
1.64,0.76,24.78000
1.64,0.78,24.88000
1.64,0.80,24.98000
1.64,0.82,25.10000
1.64,0.84,25.22000
1.64,0.86,25.34000
1.64,0.88,25.48000
1.64,0.90,25.62000
1.64,0.92,25.77000
1.64,0.94,25.93000
1.64,0.96,26.10000
1.64,0.98,26.27000
1.64,1.00,26.45000
1.64,1.02,26.63000
1.64,1.04,26.83000
1.64,1.06,27.03000
1.64,1.08,27.24000
1.64,1.10,27.45000
1.64,1.12,27.68000
1.64,1.14,27.91000
1.64,1.16,28.15000
