Xcoord,Ycoord,SquareX,SquareY,CubeX,CubeY,Depth
1.48,1.40,2.1904,1.9600,3.2417920,2.7440000,30.90000
1.48,1.42,2.1904,2.0164,3.2417920,2.8632880,31.25000
1.48,1.44,2.1904,2.0736,3.2417920,2.9859840,31.61000
1.48,1.46,2.1904,2.1316,3.2417920,3.1121360,31.98000
1.48,1.48,2.1904,2.1904,3.2417920,3.2417920,32.35000
1.48,1.50,2.1904,2.2500,3.2417920,3.3750000,32.74000
1.48,1.52,2.1904,2.3104,3.2417920,3.5118080,33.13000
1.48,1.54,2.1904,2.3716,3.2417920,3.6522640,33.53000
1.48,1.56,2.1904,2.4336,3.2417920,3.7964160,33.93000
1.48,1.58,2.1904,2.4964,3.2417920,3.9443120,34.35000
1.48,1.60,2.1904,2.5600,3.2417920,4.0960000,34.77000
1.48,1.62,2.1904,2.6244,3.2417920,4.2515280,35.20000
1.48,1.64,2.1904,2.6896,3.2417920,4.4109440,35.63000
1.48,1.66,2.1904,2.7556,3.2417920,4.5742960,36.08000
1.48,1.68,2.1904,2.8224,3.2417920,4.7416320,36.53000
1.48,1.70,2.1904,2.8900,3.2417920,4.9130000,36.99000
1.48,1.72,2.1904,2.9584,3.2417920,5.0884480,37.46000
1.48,1.74,2.1904,3.0276,3.2417920,5.2680240,37.93000
1.48,1.76,2.1904,3.0976,3.2417920,5.4517760,38.42000
1.48,1.78,2.1904,3.1684,3.2417920,5.6397520,38.91000
1.48,1.80,2.1904,3.2400,3.2417920,5.8320000,39.41000
1.48,1.82,2.1904,3.3124,3.2417920,6.0285680,39.91000
1.48,1.84,2.1904,3.3856,3.2417920,6.2295040,40.43000
1.48,1.86,2.1904,3.4596,3.2417920,6.4348560,40.95000
1.48,1.88,2.1904,3.5344,3.2417920,6.6446720,41.48000
1.48,1.90,2.1904,3.6100,3.2417920,6.8590000,42.01000
1.48,1.92,2.1904,3.6864,3.2417920,7.0778880,42.56000
1.48,1.94,2.1904,3.7636,3.2417920,7.3013840,43.11000
1.48,1.96,2.1904,3.8416,3.2417920,7.5295360,43.67000
1.48,1.98,2.1904,3.9204,3.2417920,7.7623920,44.24000
1.48,2.00,2.1904,4.0000,3.2417920,8.0000000,44.82000
1.48,2.02,2.1904,4.0804,3.2417920,8.2424080,45.40000
1.48,2.04,2.1904,4.1616,3.2417920,8.4896640,45.99000
1.48,2.06,2.1904,4.2436,3.2417920,8.7418160,46.59000
1.48,2.08,2.1904,4.3264,3.2417920,8.9989120,47.20000
1.48,2.10,2.1904,4.4100,3.2417920,9.2610000,47.81000
1.48,2.12,2.1904,4.4944,3.2417920,9.5281280,48.44000
1.48,2.14,2.1904,4.5796,3.2417920,9.8003440,49.07000
1.48,2.16,2.1904,4.6656,3.2417920,10.0776960,49.70000
1.48,2.18,2.1904,4.7524,3.2417920,10.3602320,50.35000
1.48,2.20,2.1904,4.8400,3.2417920,10.6480000,51.00000
1.48,2.22,2.1904,4.9284,3.2417920,10.9410480,51.66000
1.48,2.24,2.1904,5.0176,3.2417920,11.2394240,52.33000
1.48,2.26,2.1904,5.1076,3.2417920,11.5431760,53.01000
1.48,2.28,2.1904,5.1984,3.2417920,11.8523520,53.69000
1.48,2.30,2.1904,5.2900,3.2417920,12.1670000,54.38000
1.48,2.32,2.1904,5.3824,3.2417920,12.4871680,55.08000
1.48,2.34,2.1904,5.4756,3.2417920,12.8129040,55.79000
1.48,2.36,2.1904,5.5696,3.2417920,13.1442560,56.51000
1.48,2.38,2.1904,5.6644,3.2417920,13.4812720,57.23000
1.48,2.40,2.1904,5.7600,3.2417920,13.8240000,57.96000
1.48,2.42,2.1904,5.8564,3.2417920,14.1724880,58.70000
1.48,2.44,2.1904,5.9536,3.2417920,14.5267840,59.44000
1.48,2.46,2.1904,6.0516,3.2417920,14.8869360,60.20000
1.48,2.48,2.1904,6.1504,3.2417920,15.2529920,60.96000
1.48,2.50,2.1904,6.2500,3.2417920,15.6250000,61.73000
1.48,2.52,2.1904,6.3504,3.2417920,16.0030080,62.51000
1.48,2.54,2.1904,6.4516,3.2417920,16.3870640,63.29000
1.48,2.56,2.1904,6.5536,3.2417920,16.7772160,64.08000
1.48,2.58,2.1904,6.6564,3.2417920,17.1735120,64.88000
1.48,2.60,2.1904,6.7600,3.2417920,17.5760000,65.69000
1.48,2.62,2.1904,6.8644,3.2417920,17.9847280,66.51000
1.48,2.64,2.1904,6.9696,3.2417920,18.3997440,67.33000
1.48,2.66,2.1904,7.0756,3.2417920,18.8210960,68.16000
1.48,2.68,2.1904,7.1824,3.2417920,19.2488320,69.00000
1.48,2.70,2.1904,7.2900,3.2417920,19.6830000,69.85000
1.48,2.72,2.1904,7.3984,3.2417920,20.1236480,70.70000
1.48,2.74,2.1904,7.5076,3.2417920,20.5708240,71.56000
1.48,2.76,2.1904,7.6176,3.2417920,21.0245760,72.43000
1.48,2.78,2.1904,7.7284,3.2417920,21.4849520,73.31000
1.48,2.80,2.1904,7.8400,3.2417920,21.9520000,74.20000
1.48,2.82,2.1904,7.9524,3.2417920,22.4257680,75.09000
1.48,2.84,2.1904,8.0656,3.2417920,22.9063040,75.99000
1.48,2.86,2.1904,8.1796,3.2417920,23.3936560,76.90000
1.48,2.88,2.1904,8.2944,3.2417920,23.8878720,77.81000
1.48,2.90,2.1904,8.4100,3.2417920,24.3890000,78.74000
1.48,2.92,2.1904,8.5264,3.2417920,24.8970880,79.67000
1.48,2.94,2.1904,8.6436,3.2417920,25.4121840,80.61000
1.48,2.96,2.1904,8.7616,3.2417920,25.9343360,81.56000
1.48,2.98,2.1904,8.8804,3.2417920,26.4635920,82.51000
1.48,3.00,2.1904,9.0000,3.2417920,27.0000000,83.47000
1.48,3.02,2.1904,9.1204,3.2417920,27.5436080,84.44000
1.48,3.04,2.1904,9.2416,3.2417920,28.0944640,85.42000
1.48,3.06,2.1904,9.3636,3.2417920,28.6526160,86.41000
1.48,3.08,2.1904,9.4864,3.2417920,29.2181120,87.40000
1.48,3.10,2.1904,9.6100,3.2417920,29.7910000,88.40000
1.48,3.12,2.1904,9.7344,3.2417920,30.3713280,89.41000
1.48,3.14,2.1904,9.8596,3.2417920,30.9591440,90.43000
1.48,3.16,2.1904,9.9856,3.2417920,31.5544960,91.45000
1.48,3.18,2.1904,10.1124,3.2417920,32.1574320,92.48000
1.48,3.20,2.1904,10.2400,3.2417920,32.7680000,93.52000
1.48,3.22,2.1904,10.3684,3.2417920,33.3862480,94.57000
1.48,3.24,2.1904,10.4976,3.2417920,34.0122240,95.63000
1.48,3.26,2.1904,10.6276,3.2417920,34.6459760,96.69000
1.48,3.28,2.1904,10.7584,3.2417920,35.2875520,97.76000
1.48,3.30,2.1904,10.8900,3.2417920,35.9370000,98.84000
1.48,3.32,2.1904,11.0224,3.2417920,36.5943680,99.93000
1.48,3.34,2.1904,11.1556,3.2417920,37.2597040,101.02000
1.48,3.36,2.1904,11.2896,3.2417920,37.9330560,102.12000
1.48,3.38,2.1904,11.4244,3.2417920,38.6144720,103.23000
1.48,3.40,2.1904,11.5600,3.2417920,39.3040000,104.35000
1.48,3.42,2.1904,11.6964,3.2417920,40.0016880,105.47000
1.48,3.44,2.1904,11.8336,3.2417920,40.7075840,106.61000
1.48,3.46,2.1904,11.9716,3.2417920,41.4217360,107.75000
1.48,3.48,2.1904,12.1104,3.2417920,42.1441920,108.89000
1.48,3.50,2.1904,12.2500,3.2417920,42.8750000,110.05000
1.48,3.52,2.1904,12.3904,3.2417920,43.6142080,111.21000
1.48,3.54,2.1904,12.5316,3.2417920,44.3618640,112.38000
1.48,3.56,2.1904,12.6736,3.2417920,45.1180160,113.56000
1.48,3.58,2.1904,12.8164,3.2417920,45.8827120,114.75000
1.48,3.60,2.1904,12.9600,3.2417920,46.6560000,115.94000
1.48,3.62,2.1904,13.1044,3.2417920,47.4379280,117.15000
1.48,3.64,2.1904,13.2496,3.2417920,48.2285440,118.36000
1.48,3.66,2.1904,13.3956,3.2417920,49.0278960,119.57000
1.48,3.68,2.1904,13.5424,3.2417920,49.8360320,120.80000
1.48,3.70,2.1904,13.6900,3.2417920,50.6530000,122.03000
1.48,3.72,2.1904,13.8384,3.2417920,51.4788480,123.27000
1.48,3.74,2.1904,13.9876,3.2417920,52.3136240,124.52000
1.48,3.76,2.1904,14.1376,3.2417920,53.1573760,125.78000
1.48,3.78,2.1904,14.2884,3.2417920,54.0101520,127.04000
1.48,3.80,2.1904,14.4400,3.2417920,54.8720000,128.31000
1.48,3.82,2.1904,14.5924,3.2417920,55.7429680,129.59000
1.48,3.84,2.1904,14.7456,3.2417920,56.6231040,130.88000
1.48,3.86,2.1904,14.8996,3.2417920,57.5124560,132.18000
1.48,3.88,2.1904,15.0544,3.2417920,58.4110720,133.48000
1.48,3.90,2.1904,15.2100,3.2417920,59.3190000,134.79000
1.48,3.92,2.1904,15.3664,3.2417920,60.2362880,136.11000
1.48,3.94,2.1904,15.5236,3.2417920,61.1629840,137.43000
1.48,3.96,2.1904,15.6816,3.2417920,62.0991360,138.77000
1.48,3.98,2.1904,15.8404,3.2417920,63.0447920,140.11000
1.48,4.00,2.1904,16.0000,3.2417920,64.0000000,141.46000
1.50,0.00,2.2500,0.0000,3.3750000,0.0000000,25.60000
1.50,0.02,2.2500,0.0004,3.3750000,0.0000080,25.41000
1.50,0.04,2.2500,0.0016,3.3750000,0.0000640,25.23000
1.50,0.06,2.2500,0.0036,3.3750000,0.0002160,25.06000
1.50,0.08,2.2500,0.0064,3.3750000,0.0005120,24.89000
1.50,0.10,2.2500,0.0100,3.3750000,0.0010000,24.74000
1.50,0.12,2.2500,0.0144,3.3750000,0.0017280,24.59000
1.50,0.14,2.2500,0.0196,3.3750000,0.0027440,24.44000
1.50,0.16,2.2500,0.0256,3.3750000,0.0040960,24.31000
1.50,0.18,2.2500,0.0324,3.3750000,0.0058320,24.18000
1.50,0.20,2.2500,0.0400,3.3750000,0.0080000,24.06000
1.50,0.22,2.2500,0.0484,3.3750000,0.0106480,23.95000
1.50,0.24,2.2500,0.0576,3.3750000,0.0138240,23.85000
1.50,0.26,2.2500,0.0676,3.3750000,0.0175760,23.75000
1.50,0.28,2.2500,0.0784,3.3750000,0.0219520,23.66000
1.50,0.30,2.2500,0.0900,3.3750000,0.0270000,23.58000
1.50,0.32,2.2500,0.1024,3.3750000,0.0327680,23.51000
1.50,0.34,2.2500,0.1156,3.3750000,0.0393040,23.45000
1.50,0.36,2.2500,0.1296,3.3750000,0.0466560,23.39000
1.50,0.38,2.2500,0.1444,3.3750000,0.0548720,23.34000
1.50,0.40,2.2500,0.1600,3.3750000,0.0640000,23.30000
1.50,0.42,2.2500,0.1764,3.3750000,0.0740880,23.26000
1.50,0.44,2.2500,0.1936,3.3750000,0.0851840,23.23000
1.50,0.46,2.2500,0.2116,3.3750000,0.0973360,23.22000
1.50,0.48,2.2500,0.2304,3.3750000,0.1105920,23.20000
1.50,0.50,2.2500,0.2500,3.3750000,0.1250000,23.20000
1.50,0.52,2.2500,0.2704,3.3750000,0.1406080,23.20000
1.50,0.54,2.2500,0.2916,3.3750000,0.1574640,23.22000
1.50,0.56,2.2500,0.3136,3.3750000,0.1756160,23.23000
1.50,0.58,2.2500,0.3364,3.3750000,0.1951120,23.26000
1.50,0.60,2.2500,0.3600,3.3750000,0.2160000,23.30000
1.50,0.62,2.2500,0.3844,3.3750000,0.2383280,23.34000
1.50,0.64,2.2500,0.4096,3.3750000,0.2621440,23.39000
1.50,0.66,2.2500,0.4356,3.3750000,0.2874960,23.45000
1.50,0.68,2.2500,0.4624,3.3750000,0.3144320,23.51000
1.50,0.70,2.2500,0.4900,3.3750000,0.3430000,23.58000
1.50,0.72,2.2500,0.5184,3.3750000,0.3732480,23.66000
1.50,0.74,2.2500,0.5476,3.3750000,0.4052240,23.75000
1.50,0.76,2.2500,0.5776,3.3750000,0.4389760,23.85000
1.50,0.78,2.2500,0.6084,3.3750000,0.4745520,23.95000
1.50,0.80,2.2500,0.6400,3.3750000,0.5120000,24.06000
1.50,0.82,2.2500,0.6724,3.3750000,0.5513680,24.18000
1.50,0.84,2.2500,0.7056,3.3750000,0.5927040,24.31000
1.50,0.86,2.2500,0.7396,3.3750000,0.6360560,24.44000
1.50,0.88,2.2500,0.7744,3.3750000,0.6814720,24.59000
1.50,0.90,2.2500,0.8100,3.3750000,0.7290000,24.74000
1.50,0.92,2.2500,0.8464,3.3750000,0.7786880,24.89000
1.50,0.94,2.2500,0.8836,3.3750000,0.8305840,25.06000
1.50,0.96,2.2500,0.9216,3.3750000,0.8847360,25.23000
1.50,0.98,2.2500,0.9604,3.3750000,0.9411920,25.41000
1.50,1.00,2.2500,1.0000,3.3750000,1.0000000,25.60000
1.50,1.02,2.2500,1.0404,3.3750000,1.0612080,25.80000
1.50,1.04,2.2500,1.0816,3.3750000,1.1248640,26.00000
1.50,1.06,2.2500,1.1236,3.3750000,1.1910160,26.21000
1.50,1.08,2.2500,1.1664,3.3750000,1.2597120,26.43000
1.50,1.10,2.2500,1.2100,3.3750000,1.3310000,26.66000
1.50,1.12,2.2500,1.2544,3.3750000,1.4049280,26.89000
1.50,1.14,2.2500,1.2996,3.3750000,1.4815440,27.13000
1.50,1.16,2.2500,1.3456,3.3750000,1.5608960,27.38000
1.50,1.18,2.2500,1.3924,3.3750000,1.6430320,27.64000
1.50,1.20,2.2500,1.4400,3.3750000,1.7280000,27.90000
1.50,1.22,2.2500,1.4884,3.3750000,1.8158480,28.18000
1.50,1.24,2.2500,1.5376,3.3750000,1.9066240,28.46000
1.50,1.26,2.2500,1.5876,3.3750000,2.0003760,28.74000
1.50,1.28,2.2500,1.6384,3.3750000,2.0971520,29.04000
1.50,1.30,2.2500,1.6900,3.3750000,2.1970000,29.34000
1.50,1.32,2.2500,1.7424,3.3750000,2.2999680,29.66000
1.50,1.34,2.2500,1.7956,3.3750000,2.4061040,29.97000
1.50,1.36,2.2500,1.8496,3.3750000,2.5154560,30.30000
1.50,1.38,2.2500,1.9044,3.3750000,2.6280720,30.63000
1.50,1.40,2.2500,1.9600,3.3750000,2.7440000,30.98000
1.50,1.42,2.2500,2.0164,3.3750000,2.8632880,31.33000
1.50,1.44,2.2500,2.0736,3.3750000,2.9859840,31.68000
1.50,1.46,2.2500,2.1316,3.3750000,3.1121360,32.05000
1.50,1.48,2.2500,2.1904,3.3750000,3.2417920,32.42000
1.50,1.50,2.2500,2.2500,3.3750000,3.3750000,32.80000
1.50,1.52,2.2500,2.3104,3.3750000,3.5118080,33.19000
1.50,1.54,2.2500,2.3716,3.3750000,3.6522640,33.58000
1.50,1.56,2.2500,2.4336,3.3750000,3.7964160,33.99000
1.50,1.58,2.2500,2.4964,3.3750000,3.9443120,34.40000
1.50,1.60,2.2500,2.5600,3.3750000,4.0960000,34.82000
1.50,1.62,2.2500,2.6244,3.3750000,4.2515280,35.24000
1.50,1.64,2.2500,2.6896,3.3750000,4.4109440,35.68000
1.50,1.66,2.2500,2.7556,3.3750000,4.5742960,36.12000
1.50,1.68,2.2500,2.8224,3.3750000,4.7416320,36.57000
1.50,1.70,2.2500,2.8900,3.3750000,4.9130000,37.02000
1.50,1.72,2.2500,2.9584,3.3750000,5.0884480,37.49000
1.50,1.74,2.2500,3.0276,3.3750000,5.2680240,37.96000
1.50,1.76,2.2500,3.0976,3.3750000,5.4517760,38.44000
1.50,1.78,2.2500,3.1684,3.3750000,5.6397520,38.93000
1.50,1.80,2.2500,3.2400,3.3750000,5.8320000,39.42000
1.50,1.82,2.2500,3.3124,3.3750000,6.0285680,39.93000
1.50,1.84,2.2500,3.3856,3.3750000,6.2295040,40.44000
1.50,1.86,2.2500,3.4596,3.3750000,6.4348560,40.96000
1.50,1.88,2.2500,3.5344,3.3750000,6.6446720,41.48000
1.50,1.90,2.2500,3.6100,3.3750000,6.8590000,42.02000
1.50,1.92,2.2500,3.6864,3.3750000,7.0778880,42.56000
1.50,1.94,2.2500,3.7636,3.3750000,7.3013840,43.11000
1.50,1.96,2.2500,3.8416,3.3750000,7.5295360,43.66000
1.50,1.98,2.2500,3.9204,3.3750000,7.7623920,44.23000
1.50,2.00,2.2500,4.0000,3.3750000,8.0000000,44.80000
1.50,2.02,2.2500,4.0804,3.3750000,8.2424080,45.38000
1.50,2.04,2.2500,4.1616,3.3750000,8.4896640,45.97000
1.50,2.06,2.2500,4.2436,3.3750000,8.7418160,46.56000
1.50,2.08,2.2500,4.3264,3.3750000,8.9989120,47.17000
1.50,2.10,2.2500,4.4100,3.3750000,9.2610000,47.78000
1.50,2.12,2.2500,4.4944,3.3750000,9.5281280,48.39000
1.50,2.14,2.2500,4.5796,3.3750000,9.8003440,49.02000
1.50,2.16,2.2500,4.6656,3.3750000,10.0776960,49.65000
1.50,2.18,2.2500,4.7524,3.3750000,10.3602320,50.30000
1.50,2.20,2.2500,4.8400,3.3750000,10.6480000,50.94000
1.50,2.22,2.2500,4.9284,3.3750000,10.9410480,51.60000
1.50,2.24,2.2500,5.0176,3.3750000,11.2394240,52.26000
1.50,2.26,2.2500,5.1076,3.3750000,11.5431760,52.94000
1.50,2.28,2.2500,5.1984,3.3750000,11.8523520,53.62000
1.50,2.30,2.2500,5.2900,3.3750000,12.1670000,54.30000
1.50,2.32,2.2500,5.3824,3.3750000,12.4871680,55.00000
1.50,2.34,2.2500,5.4756,3.3750000,12.8129040,55.70000
1.50,2.36,2.2500,5.5696,3.3750000,13.1442560,56.41000
1.50,2.38,2.2500,5.6644,3.3750000,13.4812720,57.13000
1.50,2.40,2.2500,5.7600,3.3750000,13.8240000,57.86000
1.50,2.42,2.2500,5.8564,3.3750000,14.1724880,58.59000
1.50,2.44,2.2500,5.9536,3.3750000,14.5267840,59.33000
1.50,2.46,2.2500,6.0516,3.3750000,14.8869360,60.08000
1.50,2.48,2.2500,6.1504,3.3750000,15.2529920,60.84000
1.50,2.50,2.2500,6.2500,3.3750000,15.6250000,61.60000
1.50,2.52,2.2500,6.3504,3.3750000,16.0030080,62.37000
1.50,2.54,2.2500,6.4516,3.3750000,16.3870640,63.15000
1.50,2.56,2.2500,6.5536,3.3750000,16.7772160,63.94000
1.50,2.58,2.2500,6.6564,3.3750000,17.1735120,64.73000
1.50,2.60,2.2500,6.7600,3.3750000,17.5760000,65.54000
1.50,2.62,2.2500,6.8644,3.3750000,17.9847280,66.35000
1.50,2.64,2.2500,6.9696,3.3750000,18.3997440,67.16000
1.50,2.66,2.2500,7.0756,3.3750000,18.8210960,67.99000
1.50,2.68,2.2500,7.1824,3.3750000,19.2488320,68.82000
1.50,2.70,2.2500,7.2900,3.3750000,19.6830000,69.66000
1.50,2.72,2.2500,7.3984,3.3750000,20.1236480,70.51000
1.50,2.74,2.2500,7.5076,3.3750000,20.5708240,71.37000
1.50,2.76,2.2500,7.6176,3.3750000,21.0245760,72.23000
1.50,2.78,2.2500,7.7284,3.3750000,21.4849520,73.10000
1.50,2.80,2.2500,7.8400,3.3750000,21.9520000,73.98000
1.50,2.82,2.2500,7.9524,3.3750000,22.4257680,74.87000
1.50,2.84,2.2500,8.0656,3.3750000,22.9063040,75.77000
1.50,2.86,2.2500,8.1796,3.3750000,23.3936560,76.67000
1.50,2.88,2.2500,8.2944,3.3750000,23.8878720,77.58000
1.50,2.90,2.2500,8.4100,3.3750000,24.3890000,78.50000
1.50,2.92,2.2500,8.5264,3.3750000,24.8970880,79.42000
1.50,2.94,2.2500,8.6436,3.3750000,25.4121840,80.35000
1.50,2.96,2.2500,8.7616,3.3750000,25.9343360,81.30000
1.50,2.98,2.2500,8.8804,3.3750000,26.4635920,82.24000
1.50,3.00,2.2500,9.0000,3.3750000,27.0000000,83.20000
1.50,3.02,2.2500,9.1204,3.3750000,27.5436080,84.16000
1.50,3.04,2.2500,9.2416,3.3750000,28.0944640,85.14000
1.50,3.06,2.2500,9.3636,3.3750000,28.6526160,86.11000
1.50,3.08,2.2500,9.4864,3.3750000,29.2181120,87.10000
1.50,3.10,2.2500,9.6100,3.3750000,29.7910000,88.10000
1.50,3.12,2.2500,9.7344,3.3750000,30.3713280,89.10000
1.50,3.14,2.2500,9.8596,3.3750000,30.9591440,90.11000
1.50,3.16,2.2500,9.9856,3.3750000,31.5544960,91.13000
1.50,3.18,2.2500,10.1124,3.3750000,32.1574320,92.15000
1.50,3.20,2.2500,10.2400,3.3750000,32.7680000,93.18000
1.50,3.22,2.2500,10.3684,3.3750000,33.3862480,94.22000
1.50,3.24,2.2500,10.4976,3.3750000,34.0122240,95.27000
1.50,3.26,2.2500,10.6276,3.3750000,34.6459760,96.33000
1.50,3.28,2.2500,10.7584,3.3750000,35.2875520,97.39000
1.50,3.30,2.2500,10.8900,3.3750000,35.9370000,98.46000
1.50,3.32,2.2500,11.0224,3.3750000,36.5943680,99.54000
1.50,3.34,2.2500,11.1556,3.3750000,37.2597040,100.63000
1.50,3.36,2.2500,11.2896,3.3750000,37.9330560,101.72000
1.50,3.38,2.2500,11.4244,3.3750000,38.6144720,102.83000
1.50,3.40,2.2500,11.5600,3.3750000,39.3040000,103.94000
1.50,3.42,2.2500,11.6964,3.3750000,40.0016880,105.05000
1.50,3.44,2.2500,11.8336,3.3750000,40.7075840,106.18000
1.50,3.46,2.2500,11.9716,3.3750000,41.4217360,107.31000
1.50,3.48,2.2500,12.1104,3.3750000,42.1441920,108.45000
1.50,3.50,2.2500,12.2500,3.3750000,42.8750000,109.60000
1.50,3.52,2.2500,12.3904,3.3750000,43.6142080,110.76000
1.50,3.54,2.2500,12.5316,3.3750000,44.3618640,111.92000
1.50,3.56,2.2500,12.6736,3.3750000,45.1180160,113.09000
1.50,3.58,2.2500,12.8164,3.3750000,45.8827120,114.27000
1.50,3.60,2.2500,12.9600,3.3750000,46.6560000,115.46000
1.50,3.62,2.2500,13.1044,3.3750000,47.4379280,116.65000
1.50,3.64,2.2500,13.2496,3.3750000,48.2285440,117.85000
1.50,3.66,2.2500,13.3956,3.3750000,49.0278960,119.06000
1.50,3.68,2.2500,13.5424,3.3750000,49.8360320,120.28000
1.50,3.70,2.2500,13.6900,3.3750000,50.6530000,121.50000
1.50,3.72,2.2500,13.8384,3.3750000,51.4788480,122.74000
1.50,3.74,2.2500,13.9876,3.3750000,52.3136240,123.98000
1.50,3.76,2.2500,14.1376,3.3750000,53.1573760,125.22000
1.50,3.78,2.2500,14.2884,3.3750000,54.0101520,126.48000
1.50,3.80,2.2500,14.4400,3.3750000,54.8720000,127.74000
1.50,3.82,2.2500,14.5924,3.3750000,55.7429680,129.02000
1.50,3.84,2.2500,14.7456,3.3750000,56.6231040,130.29000
1.50,3.86,2.2500,14.8996,3.3750000,57.5124560,131.58000
1.50,3.88,2.2500,15.0544,3.3750000,58.4110720,132.87000
1.50,3.90,2.2500,15.2100,3.3750000,59.3190000,134.18000
1.50,3.92,2.2500,15.3664,3.3750000,60.2362880,135.49000
1.50,3.94,2.2500,15.5236,3.3750000,61.1629840,136.80000
1.50,3.96,2.2500,15.6816,3.3750000,62.0991360,138.13000
1.50,3.98,2.2500,15.8404,3.3750000,63.0447920,139.46000
1.50,4.00,2.2500,16.0000,3.3750000,64.0000000,140.80000
1.52,0.00,2.3104,0.0000,3.5118080,0.0000000,25.71000
1.52,0.02,2.3104,0.0004,3.5118080,0.0000080,25.53000
1.52,0.04,2.3104,0.0016,3.5118080,0.0000640,25.35000
1.52,0.06,2.3104,0.0036,3.5118080,0.0002160,25.18000
1.52,0.08,2.3104,0.0064,3.5118080,0.0005120,25.01000
1.52,0.10,2.3104,0.0100,3.5118080,0.0010000,24.86000
1.52,0.12,2.3104,0.0144,3.5118080,0.0017280,24.71000
1.52,0.14,2.3104,0.0196,3.5118080,0.0027440,24.57000
1.52,0.16,2.3104,0.0256,3.5118080,0.0040960,24.43000
1.52,0.18,2.3104,0.0324,3.5118080,0.0058320,24.31000
1.52,0.20,2.3104,0.0400,3.5118080,0.0080000,24.19000
1.52,0.22,2.3104,0.0484,3.5118080,0.0106480,24.08000
1.52,0.24,2.3104,0.0576,3.5118080,0.0138240,23.97000
1.52,0.26,2.3104,0.0676,3.5118080,0.0175760,23.88000
1.52,0.28,2.3104,0.0784,3.5118080,0.0219520,23.79000
1.52,0.30,2.3104,0.0900,3.5118080,0.0270000,23.71000
1.52,0.32,2.3104,0.1024,3.5118080,0.0327680,23.64000
1.52,0.34,2.3104,0.1156,3.5118080,0.0393040,23.57000
1.52,0.36,2.3104,0.1296,3.5118080,0.0466560,23.52000
1.52,0.38,2.3104,0.1444,3.5118080,0.0548720,23.47000
1.52,0.40,2.3104,0.1600,3.5118080,0.0640000,23.42000
1.52,0.42,2.3104,0.1764,3.5118080,0.0740880,23.39000
1.52,0.44,2.3104,0.1936,3.5118080,0.0851840,23.36000
1.52,0.46,2.3104,0.2116,3.5118080,0.0973360,23.34000
1.52,0.48,2.3104,0.2304,3.5118080,0.1105920,23.33000
1.52,0.50,2.3104,0.2500,3.5118080,0.1250000,23.33000
1.52,0.52,2.3104,0.2704,3.5118080,0.1406080,23.33000
1.52,0.54,2.3104,0.2916,3.5118080,0.1574640,23.34000
1.52,0.56,2.3104,0.3136,3.5118080,0.1756160,23.36000
1.52,0.58,2.3104,0.3364,3.5118080,0.1951120,23.39000
1.52,0.60,2.3104,0.3600,3.5118080,0.2160000,23.42000
1.52,0.62,2.3104,0.3844,3.5118080,0.2383280,23.47000
1.52,0.64,2.3104,0.4096,3.5118080,0.2621440,23.52000
1.52,0.66,2.3104,0.4356,3.5118080,0.2874960,23.57000
1.52,0.68,2.3104,0.4624,3.5118080,0.3144320,23.64000
1.52,0.70,2.3104,0.4900,3.5118080,0.3430000,23.71000
1.52,0.72,2.3104,0.5184,3.5118080,0.3732480,23.79000
1.52,0.74,2.3104,0.5476,3.5118080,0.4052240,23.88000
1.52,0.76,2.3104,0.5776,3.5118080,0.4389760,23.97000
1.52,0.78,2.3104,0.6084,3.5118080,0.4745520,24.08000
1.52,0.80,2.3104,0.6400,3.5118080,0.5120000,24.19000
1.52,0.82,2.3104,0.6724,3.5118080,0.5513680,24.31000
1.52,0.84,2.3104,0.7056,3.5118080,0.5927040,24.43000
1.52,0.86,2.3104,0.7396,3.5118080,0.6360560,24.57000
1.52,0.88,2.3104,0.7744,3.5118080,0.6814720,24.71000
1.52,0.90,2.3104,0.8100,3.5118080,0.7290000,24.86000
1.52,0.92,2.3104,0.8464,3.5118080,0.7786880,25.01000
1.52,0.94,2.3104,0.8836,3.5118080,0.8305840,25.18000
1.52,0.96,2.3104,0.9216,3.5118080,0.8847360,25.35000
1.52,0.98,2.3104,0.9604,3.5118080,0.9411920,25.53000
1.52,1.00,2.3104,1.0000,3.5118080,1.0000000,25.71000
1.52,1.02,2.3104,1.0404,3.5118080,1.0612080,25.91000
1.52,1.04,2.3104,1.0816,3.5118080,1.1248640,26.11000
1.52,1.06,2.3104,1.1236,3.5118080,1.1910160,26.32000
1.52,1.08,2.3104,1.1664,3.5118080,1.2597120,26.54000
1.52,1.10,2.3104,1.2100,3.5118080,1.3310000,26.76000
1.52,1.12,2.3104,1.2544,3.5118080,1.4049280,26.99000
1.52,1.14,2.3104,1.2996,3.5118080,1.4815440,27.24000
1.52,1.16,2.3104,1.3456,3.5118080,1.5608960,27.48000
1.52,1.18,2.3104,1.3924,3.5118080,1.6430320,27.74000
1.52,1.20,2.3104,1.4400,3.5118080,1.7280000,28.00000
1.52,1.22,2.3104,1.4884,3.5118080,1.8158480,28.27000
1.52,1.24,2.3104,1.5376,3.5118080,1.9066240,28.55000
1.52,1.26,2.3104,1.5876,3.5118080,2.0003760,28.84000
1.52,1.28,2.3104,1.6384,3.5118080,2.0971520,29.13000
1.52,1.30,2.3104,1.6900,3.5118080,2.1970000,29.43000
